"","orders_key","loc_key","date","pizza_key","dough_key","cheese_key","topping_key","quantity","profit","pizza_size","pizza_size_value","street","city_key","city","country","year","month"
"483",1015,19,2017-04-12,42,62,72,82,3,98,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","04"
"484",440,12,2020-01-03,43,63,73,83,1,72,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","01"
"485",440,12,2020-01-03,43,63,73,83,1,72,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","01"
"486",1987,8,2017-06-16,44,64,74,84,1,42,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2017","06"
"487",1987,8,2017-06-16,44,64,74,84,1,42,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2017","06"
"488",1132,20,2020-10-24,45,65,75,85,5,118,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2020","10"
"489",1520,2,2020-09-21,41,66,76,86,4,101,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2020","09"
"490",1371,11,2017-12-16,42,67,77,87,1,48,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2017","12"
"491",1371,11,2017-12-16,42,67,77,87,1,48,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","12"
"492",527,6,2021-02-28,43,68,78,88,3,114,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2021","02"
"493",527,6,2021-02-28,43,68,78,88,3,114,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2021","02"
"494",1113,12,2019-03-13,44,69,79,89,3,36,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","03"
"495",1113,12,2019-03-13,44,69,79,89,3,36,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","03"
"496",521,10,2017-09-03,45,70,80,90,1,59,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2017","09"
"497",1724,11,2020-03-21,41,61,71,81,3,33,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2020","03"
"498",1724,11,2020-03-21,41,61,71,81,3,33,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","03"
"499",419,19,2020-04-08,42,62,72,82,4,59,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2020","04"
"500",1004,12,2019-02-22,43,63,73,83,2,86,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","02"
"501",1004,12,2019-02-22,43,63,73,83,2,86,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2019","02"
"502",222,8,2017-06-23,44,64,74,84,5,69,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2017","06"
"503",222,8,2017-06-23,44,64,74,84,5,69,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2017","06"
"504",1744,20,2021-09-23,45,65,75,85,4,66,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2021","09"
"505",854,2,2019-08-14,41,66,76,86,4,59,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2019","08"
"506",1387,11,2020-06-16,42,67,77,87,3,50,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2020","06"
"507",1387,11,2020-06-16,42,67,77,87,3,50,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","06"
"508",264,6,2020-04-26,43,68,78,88,2,120,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2020","04"
"509",264,6,2020-04-26,43,68,78,88,2,120,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2020","04"
"510",1465,12,2021-09-12,44,69,79,89,1,114,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","09"
"511",1465,12,2021-09-12,44,69,79,89,1,114,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2021","09"
"512",1921,10,2017-04-10,45,70,80,90,1,53,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2017","04"
"513",755,11,2021-01-20,41,61,71,81,1,102,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2021","01"
"514",755,11,2021-01-20,41,61,71,81,1,102,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","01"
"515",1395,19,2019-03-01,42,62,72,82,1,101,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2019","03"
"516",1812,12,2020-05-21,43,63,73,83,3,43,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","05"
"517",1812,12,2020-05-21,43,63,73,83,3,43,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","05"
"518",833,8,2019-01-06,44,64,74,84,1,29,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","01"
"519",833,8,2019-01-06,44,64,74,84,1,29,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","01"
"520",899,20,2019-10-25,45,65,75,85,1,95,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2019","10"
"521",1116,2,2017-03-04,41,66,76,86,4,79,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","03"
"522",1250,11,2018-06-12,42,67,77,87,5,81,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","06"
"523",1250,11,2018-06-12,42,67,77,87,5,81,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","06"
"524",113,6,2021-01-22,43,68,78,88,5,35,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2021","01"
"525",113,6,2021-01-22,43,68,78,88,5,35,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2021","01"
"526",1944,12,2020-08-30,44,69,79,89,4,111,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","08"
"527",1944,12,2020-08-30,44,69,79,89,4,111,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","08"
"528",231,10,2020-01-28,45,70,80,90,4,94,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2020","01"
"529",636,11,2019-08-27,41,61,71,81,3,97,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2019","08"
"530",636,11,2019-08-27,41,61,71,81,3,97,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","08"
"531",697,19,2020-10-29,42,62,72,82,4,104,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2020","10"
"532",884,12,2020-07-21,43,63,73,83,4,36,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","07"
"533",884,12,2020-07-21,43,63,73,83,4,36,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","07"
"534",281,8,2018-03-18,44,64,74,84,4,81,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2018","03"
"535",281,8,2018-03-18,44,64,74,84,4,81,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2018","03"
"536",289,20,2020-01-02,45,65,75,85,1,66,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2020","01"
"537",373,2,2018-01-10,41,66,76,86,5,106,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2018","01"
"538",801,11,2018-03-06,42,67,77,87,1,72,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","03"
"539",801,11,2018-03-06,42,67,77,87,1,72,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","03"
"540",1237,6,2017-11-29,43,68,78,88,5,69,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2017","11"
"541",1237,6,2017-11-29,43,68,78,88,5,69,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2017","11"
"542",297,12,2020-10-16,44,69,79,89,5,112,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","10"
"543",297,12,2020-10-16,44,69,79,89,5,112,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","10"
"544",947,10,2020-05-16,45,70,80,90,5,46,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2020","05"
"545",1683,11,2018-07-26,41,61,71,81,5,50,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2018","07"
"546",1683,11,2018-07-26,41,61,71,81,5,50,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","07"
"547",930,19,2018-02-03,42,62,72,82,1,111,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2018","02"
"548",971,12,2021-05-26,43,63,73,83,4,100,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","05"
"549",971,12,2021-05-26,43,63,73,83,4,100,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2021","05"
"550",501,8,2019-11-04,44,64,74,84,1,97,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","11"
"551",501,8,2019-11-04,44,64,74,84,1,97,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","11"
"552",1731,20,2017-10-26,45,65,75,85,3,60,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2017","10"
"553",1003,2,2017-01-12,41,66,76,86,5,32,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","01"
"554",145,11,2020-05-30,42,67,77,87,3,89,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2020","05"
"555",145,11,2020-05-30,42,67,77,87,3,89,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","05"
"556",984,6,2018-04-08,43,68,78,88,1,55,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2018","04"
"557",984,6,2018-04-08,43,68,78,88,1,55,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2018","04"
"558",1808,12,2021-03-22,44,69,79,89,4,115,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","03"
"559",1808,12,2021-03-22,44,69,79,89,4,115,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2021","03"
"560",889,10,2019-04-12,45,70,80,90,4,39,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","04"
"561",303,11,2017-07-25,41,61,71,81,2,120,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","07"
"562",303,11,2017-07-25,41,61,71,81,2,120,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","07"
"563",381,19,2017-06-29,42,62,72,82,4,59,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","06"
"564",1554,12,2018-04-19,43,63,73,83,4,41,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","04"
"565",1554,12,2018-04-19,43,63,73,83,4,41,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2018","04"
"566",1820,8,2020-03-12,44,64,74,84,1,120,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2020","03"
"567",1820,8,2020-03-12,44,64,74,84,1,120,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2020","03"
"568",1910,20,2021-08-29,45,65,75,85,3,102,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2021","08"
"569",1921,2,2020-09-03,41,66,76,86,3,68,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2020","09"
"570",777,11,2018-09-09,42,67,77,87,3,48,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","09"
"571",777,11,2018-09-09,42,67,77,87,3,48,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","09"
"572",462,6,2017-03-20,43,68,78,88,1,42,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2017","03"
"573",462,6,2017-03-20,43,68,78,88,1,42,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2017","03"
"574",1288,12,2017-04-24,44,69,79,89,2,70,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","04"
"575",1288,12,2017-04-24,44,69,79,89,2,70,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2017","04"
"576",787,10,2021-05-08,45,70,80,90,1,74,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2021","05"
"577",766,11,2017-08-21,41,61,71,81,2,73,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","08"
"578",766,11,2017-08-21,41,61,71,81,2,73,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","08"
"579",258,19,2018-03-12,42,62,72,82,5,35,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2018","03"
"580",1842,12,2021-09-17,43,63,73,83,5,94,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","09"
"581",1842,12,2021-09-17,43,63,73,83,5,94,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2021","09"
"582",1878,8,2019-05-15,44,64,74,84,1,36,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","05"
"583",1878,8,2019-05-15,44,64,74,84,1,36,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","05"
"584",1355,20,2021-08-05,45,65,75,85,1,35,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2021","08"
"585",751,2,2021-05-14,41,66,76,86,5,98,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2021","05"
"586",947,11,2017-02-20,42,67,77,87,3,69,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2017","02"
"587",947,11,2017-02-20,42,67,77,87,3,69,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","02"
"588",1347,6,2017-06-10,43,68,78,88,4,51,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2017","06"
"589",1347,6,2017-06-10,43,68,78,88,4,51,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2017","06"
"590",1131,12,2017-02-13,44,69,79,89,1,98,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","02"
"591",1131,12,2017-02-13,44,69,79,89,1,98,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2017","02"
"592",1675,10,2021-08-14,45,70,80,90,4,26,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2021","08"
"593",627,11,2019-01-24,41,61,71,81,2,47,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2019","01"
"594",627,11,2019-01-24,41,61,71,81,2,47,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","01"
"595",1892,19,2017-07-29,42,62,72,82,5,117,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","07"
"596",742,12,2020-07-04,43,63,73,83,1,106,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","07"
"597",742,12,2020-07-04,43,63,73,83,1,106,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","07"
"598",205,8,2017-05-28,44,64,74,84,4,73,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2017","05"
"599",205,8,2017-05-28,44,64,74,84,4,73,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2017","05"
"600",1131,20,2021-02-14,45,65,75,85,2,42,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2021","02"
"601",285,2,2017-09-10,41,66,76,86,3,34,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","09"
"602",1263,11,2017-06-24,42,67,77,87,3,74,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2017","06"
"603",1263,11,2017-06-24,42,67,77,87,3,74,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","06"
"604",523,6,2017-07-28,43,68,78,88,5,28,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2017","07"
"605",523,6,2017-07-28,43,68,78,88,5,28,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2017","07"
"606",181,12,2018-04-01,44,69,79,89,2,47,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","04"
"607",181,12,2018-04-01,44,69,79,89,2,47,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2018","04"
"608",453,10,2020-02-15,45,70,80,90,3,120,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2020","02"
"609",1119,11,2021-07-06,41,61,71,81,5,115,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2021","07"
"610",1119,11,2021-07-06,41,61,71,81,5,115,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","07"
"611",1543,19,2021-07-28,42,62,72,82,3,119,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2021","07"
"612",1751,12,2021-05-13,43,63,73,83,3,94,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","05"
"613",1751,12,2021-05-13,43,63,73,83,3,94,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2021","05"
"614",1249,8,2019-03-08,44,64,74,84,1,60,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","03"
"615",1249,8,2019-03-08,44,64,74,84,1,60,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","03"
"616",831,20,2020-10-31,45,65,75,85,4,102,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2020","10"
"617",1870,2,2019-12-31,41,66,76,86,2,79,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2019","12"
"618",1182,11,2020-11-24,42,67,77,87,5,116,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2020","11"
"619",1182,11,2020-11-24,42,67,77,87,5,116,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","11"
"620",1419,6,2018-09-19,43,68,78,88,3,77,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2018","09"
"621",1419,6,2018-09-19,43,68,78,88,3,77,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2018","09"
"622",1122,12,2019-09-06,44,69,79,89,4,95,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","09"
"623",1122,12,2019-09-06,44,69,79,89,4,95,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","09"
"624",1637,10,2018-06-14,45,70,80,90,1,85,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2018","06"
"625",340,11,2018-01-29,41,61,71,81,2,94,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2018","01"
"626",340,11,2018-01-29,41,61,71,81,2,94,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","01"
"627",529,19,2019-04-28,42,62,72,82,1,36,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2019","04"
"628",262,12,2017-05-16,43,63,73,83,1,62,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","05"
"629",262,12,2017-05-16,43,63,73,83,1,62,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2017","05"
"630",287,8,2019-06-28,44,64,74,84,2,46,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","06"
"631",287,8,2019-06-28,44,64,74,84,2,46,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","06"
"632",1575,20,2020-06-28,45,65,75,85,2,86,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2020","06"
"633",104,2,2020-09-15,41,66,76,86,4,110,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2020","09"
"634",166,11,2021-02-16,42,67,77,87,5,79,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2021","02"
"635",166,11,2021-02-16,42,67,77,87,5,79,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","02"
"636",1526,6,2019-07-10,43,68,78,88,3,58,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2019","07"
"637",1526,6,2019-07-10,43,68,78,88,3,58,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2019","07"
"638",1550,12,2020-03-14,44,69,79,89,4,110,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","03"
"639",1550,12,2020-03-14,44,69,79,89,4,110,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","03"
"640",832,10,2017-03-14,45,70,80,90,4,27,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2017","03"
"641",624,11,2018-09-24,41,61,71,81,1,70,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2018","09"
"642",624,11,2018-09-24,41,61,71,81,1,70,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","09"
"643",690,19,2017-01-29,42,62,72,82,2,110,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","01"
"644",1051,12,2020-04-25,43,63,73,83,4,113,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","04"
"645",1051,12,2020-04-25,43,63,73,83,4,113,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","04"
"646",781,8,2020-01-25,44,64,74,84,1,43,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2020","01"
"647",781,8,2020-01-25,44,64,74,84,1,43,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2020","01"
"648",722,20,2018-08-16,45,65,75,85,1,38,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2018","08"
"649",1361,2,2017-01-08,41,66,76,86,3,96,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","01"
"650",483,11,2019-05-22,42,67,77,87,5,39,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2019","05"
"651",483,11,2019-05-22,42,67,77,87,5,39,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","05"
"652",1370,6,2020-05-07,43,68,78,88,4,62,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2020","05"
"653",1370,6,2020-05-07,43,68,78,88,4,62,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2020","05"
"654",1184,12,2019-02-15,44,69,79,89,4,35,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","02"
"655",1184,12,2019-02-15,44,69,79,89,4,35,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","02"
"656",1218,10,2019-03-07,45,70,80,90,2,107,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","03"
"657",179,11,2017-02-24,41,61,71,81,5,119,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","02"
"658",179,11,2017-02-24,41,61,71,81,5,119,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","02"
"659",822,19,2019-05-30,42,62,72,82,5,101,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2019","05"
"660",1229,12,2020-07-28,43,63,73,83,3,34,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","07"
"661",1229,12,2020-07-28,43,63,73,83,3,34,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","07"
"662",1398,8,2018-02-06,44,64,74,84,1,108,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2018","02"
"663",1398,8,2018-02-06,44,64,74,84,1,108,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2018","02"
"664",817,20,2018-06-24,45,65,75,85,2,26,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2018","06"
"665",1374,2,2020-05-22,41,66,76,86,4,75,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2020","05"
"666",1564,11,2018-05-06,42,67,77,87,4,75,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","05"
"667",1564,11,2018-05-06,42,67,77,87,4,75,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","05"
"668",1342,6,2018-06-26,43,68,78,88,1,97,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2018","06"
"669",1342,6,2018-06-26,43,68,78,88,1,97,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2018","06"
"670",946,12,2020-12-28,44,69,79,89,1,82,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","12"
"671",946,12,2020-12-28,44,69,79,89,1,82,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","12"
"672",1229,10,2019-02-28,45,70,80,90,4,71,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","02"
"673",1547,11,2021-05-07,41,61,71,81,3,97,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2021","05"
"674",1547,11,2021-05-07,41,61,71,81,3,97,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","05"
"675",1081,19,2017-01-13,42,62,72,82,5,89,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","01"
"676",1050,12,2017-04-18,43,63,73,83,2,103,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","04"
"677",1050,12,2017-04-18,43,63,73,83,2,103,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2017","04"
"678",938,8,2019-11-16,44,64,74,84,1,39,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","11"
"679",938,8,2019-11-16,44,64,74,84,1,39,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","11"
"680",1973,20,2019-05-11,45,65,75,85,1,28,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2019","05"
"681",979,2,2021-07-13,41,66,76,86,1,120,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2021","07"
"682",1356,11,2017-02-27,42,67,77,87,5,108,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2017","02"
"683",1356,11,2017-02-27,42,67,77,87,5,108,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","02"
"684",1133,6,2017-01-15,43,68,78,88,3,108,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2017","01"
"685",1133,6,2017-01-15,43,68,78,88,3,108,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2017","01"
"686",230,12,2017-03-17,44,69,79,89,5,73,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","03"
"687",230,12,2017-03-17,44,69,79,89,5,73,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2017","03"
"688",1577,10,2019-10-23,45,70,80,90,4,52,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","10"
"689",1176,11,2017-11-30,41,61,71,81,5,24,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","11"
"690",1176,11,2017-11-30,41,61,71,81,5,24,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","11"
"691",1982,19,2020-08-04,42,62,72,82,4,113,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2020","08"
"692",1706,12,2021-07-12,43,63,73,83,2,88,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","07"
"693",1706,12,2021-07-12,43,63,73,83,2,88,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2021","07"
"694",544,8,2019-02-19,44,64,74,84,2,92,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","02"
"695",544,8,2019-02-19,44,64,74,84,2,92,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","02"
"696",1364,20,2018-10-25,45,65,75,85,4,74,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2018","10"
"697",954,2,2018-01-22,41,66,76,86,5,112,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2018","01"
"698",535,11,2020-06-15,42,67,77,87,5,48,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2020","06"
